,date,time,location,catch
4283,2020-01-10,2,AB2,3
4284,2020-01-10,2,AB2,4
4285,2020-01-10,3,H3,3
4286,2020-01-10,3,H3,4
4287,2020-01-11,1,E,2
4288,2020-01-11,1,E,0
4289,2020-01-11,1,E,3
4290,2020-01-11,1,E,0
4291,2020-01-11,2,AB2,4
4292,2020-01-11,2,AB2,2
4293,2020-01-11,2,AB2,1
4294,2020-01-11,3,C3,2
4295,2020-01-11,3,C3,1
4296,2020-01-11,3,C3,0
4297,2020-01-11,3,C3,1
4298,2020-01-11,4,H3,4
4299,2020-01-11,4,H3,0
4300,2020-01-13,1,H1,4
4301,2020-01-14,2,MBA,3
4302,2020-01-14,2,MBA,4
4303,2020-01-14,2,MBA,4
4304,2020-01-14,4,H3,0
4305,2020-01-14,4,H3,4
4306,2020-01-15,1,E,1
4307,2020-01-15,1,E,0
4308,2020-01-15,1,E,3
4309,2020-01-15,1,E,2
4310,2020-01-15,3,C2,1
4311,2020-01-15,3,C2,2
4312,2020-01-15,3,C2,4
4313,2020-01-15,3,C2,3
4314,2020-01-15,3,C2,3
4315,2020-01-15,3,C2,3
4316,2020-01-15,4,E,0
4317,2020-01-15,4,E,1
4318,2020-01-15,4,E,2
4319,2020-01-15,4,E,2
4320,2020-01-16,2,AB3,3
4321,2020-01-16,2,AB3,0
4322,2020-01-16,2,AB3,3
4323,2020-01-16,2,AB3,0
4324,2020-01-16,4,H4,2
4325,2020-01-16,4,H4,4
4326,2020-01-17,3,H6,1
4327,2020-01-17,3,H6,4
4328,2020-01-17,3,H6,4
4329,2020-01-17,3,H6,0
4330,2020-01-17,4,H4,0
4331,2020-01-17,4,H4,1
4332,2020-01-18,3,H2,4
4333,2020-01-18,4,E,0
4334,2020-01-18,4,E,2
4335,2020-01-18,4,E,2
4336,2020-01-18,4,E,0
4337,2020-01-19,4,H5,0
4338,2020-01-19,4,H5,4
4339,2020-01-19,4,H5,0
4340,2020-01-19,4,H5,2
4341,2020-01-19,4,H5,0
4342,2020-01-20,3,H5,1
4343,2020-01-20,3,H5,4
4344,2020-01-20,3,H5,3
4345,2020-01-20,3,H5,2
4346,2020-01-20,4,H4,0
4347,2020-01-20,4,H4,3
4348,2020-01-21,1,H6,4
4349,2020-01-21,1,H6,1
4350,2020-01-21,1,H6,0
4351,2020-01-21,1,H6,1
4352,2020-01-21,1,H6,2
4353,2020-01-22,1,H6,2
4354,2020-01-22,1,H6,2
4355,2020-01-22,1,H6,4
4356,2020-01-22,1,H6,0
4357,2020-01-22,1,H6,2
4358,2020-01-22,3,H1,1
4359,2020-01-23,1,H1,3
4360,2020-01-23,3,C1,3
4361,2020-01-23,3,C1,4
4362,2020-01-23,3,C1,1
4363,2020-01-23,4,H1,0
4364,2020-01-24,1,H3,4
4365,2020-01-24,1,H3,3
4366,2020-01-24,1,H3,3
4367,2020-01-24,2,AB3,0
4368,2020-01-24,2,AB3,2
4369,2020-01-24,2,AB3,3
4370,2020-01-24,2,AB3,2
4371,2020-01-24,3,C2,4
4372,2020-01-24,3,C2,4
4373,2020-01-24,3,C2,3
4374,2020-01-24,3,C2,4
4375,2020-01-24,3,C2,2
4376,2020-01-24,3,C2,1
4377,2020-01-24,4,H6,1
4378,2020-01-24,4,H6,0
4379,2020-01-24,4,H6,3
4380,2020-01-24,4,H6,1
4381,2020-01-24,4,H6,1
4382,2020-01-25,4,H4,4
4383,2020-01-25,4,H4,3
4384,2020-01-26,1,H3,3
4385,2020-01-26,1,H3,4
4386,2020-01-26,1,H3,3
4387,2020-01-26,2,AB3,1
4388,2020-01-26,2,AB3,1
4389,2020-01-26,2,AB3,2
4390,2020-01-26,2,AB3,1
4391,2020-01-26,3,H3,3
4392,2020-01-26,3,H3,2
4393,2020-01-27,1,E,2
4394,2020-01-27,1,E,0
4395,2020-01-27,1,E,0
4396,2020-01-27,1,E,2
4397,2020-01-27,3,C3,4
4398,2020-01-27,3,C3,4
4399,2020-01-27,3,C3,2
4400,2020-01-27,3,C3,2
4401,2020-01-29,1,H4,0
4402,2020-01-29,1,H4,1
4403,2020-01-29,3,H2,0
4404,2020-01-29,4,H5,2
4405,2020-01-29,4,H5,4
4406,2020-01-29,4,H5,2
4407,2020-01-29,4,H5,4
4408,2020-01-29,4,H5,0
4409,2020-01-30,4,H3,1
4410,2020-01-30,4,H3,4
4411,2020-02-01,3,C1,0
4412,2020-02-01,3,C1,3
4413,2020-02-01,3,C1,2
4414,2020-02-01,4,H1,4
4415,2020-02-02,3,C2,2
4416,2020-02-02,3,C2,0
4417,2020-02-02,3,C2,4
4418,2020-02-02,3,C2,3
4419,2020-02-02,3,C2,2
4420,2020-02-02,3,C2,2
4421,2020-02-03,3,H4,1
4422,2020-02-03,3,H4,1
4423,2020-02-03,4,H4,0
4424,2020-02-03,4,H4,0
4425,2020-02-04,1,H4,3
4426,2020-02-04,1,H4,1
4427,2020-02-04,2,MBA,1
4428,2020-02-04,2,MBA,0
4429,2020-02-04,2,MBA,2
4430,2020-02-04,3,C1,1
4431,2020-02-04,3,C1,0
4432,2020-02-04,3,C1,1
4433,2020-02-05,1,H5,3
4434,2020-02-05,1,H5,1
4435,2020-02-05,1,H5,3
4436,2020-02-05,1,H5,2
4437,2020-02-05,2,AB1,2
4438,2020-02-05,2,AB1,1
4439,2020-02-05,2,AB1,2
4440,2020-02-06,1,H2,0
4441,2020-02-06,3,H3,1
4442,2020-02-06,3,H3,1
4443,2020-02-07,1,H1,3
4444,2020-02-07,2,AB2,1
4445,2020-02-07,2,AB2,1
4446,2020-02-07,2,AB2,1
4447,2020-02-07,3,H6,1
4448,2020-02-07,3,H6,1
4449,2020-02-07,3,H6,0
4450,2020-02-07,3,H6,1
4451,2020-02-07,4,H4,2
4452,2020-02-07,4,H4,3
4453,2020-02-08,1,H5,3
4454,2020-02-08,1,H5,0
4455,2020-02-08,1,H5,0
4456,2020-02-08,1,H5,1
4457,2020-02-08,3,C1,1
4458,2020-02-08,3,C1,3
4459,2020-02-08,3,C1,4
4460,2020-02-09,3,H4,3
4461,2020-02-09,3,H4,1
4462,2020-02-09,4,H2,1
4463,2020-02-10,1,H3,0
4464,2020-02-10,1,H3,2
4465,2020-02-10,1,H3,4
4466,2020-02-10,3,C3,1
4467,2020-02-10,3,C3,1
4468,2020-02-10,3,C3,4
4469,2020-02-10,3,C3,3
4470,2020-02-12,3,C2,2
4471,2020-02-12,3,C2,0
4472,2020-02-12,3,C2,4
4473,2020-02-12,3,C2,2
4474,2020-02-12,3,C2,4
4475,2020-02-12,3,C2,3
4476,2020-02-12,4,H4,3
4477,2020-02-12,4,H4,1
4478,2020-02-13,1,H4,1
4479,2020-02-13,1,H4,3
4480,2020-02-13,4,H1,1
4481,2020-02-14,1,H4,3
4482,2020-02-14,1,H4,2
4483,2020-02-14,3,H3,2
4484,2020-02-14,3,H3,2
4485,2020-02-14,4,E,2
4486,2020-02-14,4,E,4
4487,2020-02-14,4,E,3
4488,2020-02-14,4,E,1
4489,2020-02-15,4,E,4
4490,2020-02-15,4,E,4
4491,2020-02-15,4,E,2
4492,2020-02-15,4,E,1
4493,2020-02-16,2,AB3,1
4494,2020-02-16,2,AB3,3
4495,2020-02-16,2,AB3,3
4496,2020-02-16,2,AB3,3
4497,2020-02-16,4,H4,0
4498,2020-02-16,4,H4,1
4499,2020-02-17,1,H5,4
4500,2020-02-17,1,H5,4
4501,2020-02-17,1,H5,4
4502,2020-02-17,1,H5,4
4503,2020-02-17,2,AB1,4
4504,2020-02-17,2,AB1,0
4505,2020-02-17,2,AB1,0
4506,2020-02-18,1,H5,3
4507,2020-02-18,1,H5,1
4508,2020-02-18,1,H5,3
4509,2020-02-18,1,H5,4
4510,2020-02-18,2,AB2,0
4511,2020-02-18,2,AB2,1
4512,2020-02-18,2,AB2,3
4513,2020-02-19,1,H2,1
4514,2020-02-19,3,C1,4
4515,2020-02-19,3,C1,0
4516,2020-02-19,3,C1,3
4517,2020-02-19,4,E,4
4518,2020-02-19,4,E,2
4519,2020-02-19,4,E,2
4520,2020-02-19,4,E,0
4521,2020-02-20,2,AB1,4
4522,2020-02-20,2,AB1,2
4523,2020-02-20,2,AB1,0
4524,2020-02-20,4,H1,4
4525,2020-02-21,2,AB2,0
4526,2020-02-21,2,AB2,0
4527,2020-02-21,2,AB2,2
4528,2020-02-21,3,H1,1
4529,2020-02-22,1,H2,2
4530,2020-02-22,3,C2,2
4531,2020-02-22,3,C2,0
4532,2020-02-22,3,C2,4
4533,2020-02-22,3,C2,0
4534,2020-02-22,3,C2,0
4535,2020-02-22,3,C2,3
4536,2020-02-23,2,AB1,1
4537,2020-02-23,2,AB1,0
4538,2020-02-23,2,AB1,1
4539,2020-02-23,3,H5,0
4540,2020-02-23,3,H5,1
4541,2020-02-23,3,H5,3
4542,2020-02-23,3,H5,1
4543,2020-02-23,4,H6,4
4544,2020-02-23,4,H6,4
4545,2020-02-23,4,H6,0
4546,2020-02-23,4,H6,0
4547,2020-02-23,4,H6,1
4548,2020-02-24,1,E,3
4549,2020-02-24,1,E,2
4550,2020-02-24,1,E,3
4551,2020-02-24,1,E,4
4552,2020-02-25,4,H1,2
4553,2020-02-26,1,E,2
4554,2020-02-26,1,E,2
4555,2020-02-26,1,E,4
4556,2020-02-26,1,E,3
4557,2020-02-26,3,H5,0
4558,2020-02-26,3,H5,3
4559,2020-02-26,3,H5,2
4560,2020-02-26,3,H5,1
4561,2020-02-26,4,H1,0
4562,2020-02-27,2,AB3,1
4563,2020-02-27,2,AB3,4
4564,2020-02-27,2,AB3,4
4565,2020-02-27,2,AB3,4
4566,2020-02-27,3,H6,2
4567,2020-02-27,3,H6,3
4568,2020-02-27,3,H6,4
4569,2020-02-27,3,H6,0
4570,2020-02-27,4,H5,4
4571,2020-02-27,4,H5,3
4572,2020-02-27,4,H5,2
4573,2020-02-27,4,H5,0
4574,2020-02-27,4,H5,3
4575,2020-02-28,1,H5,2
4576,2020-02-28,1,H5,3
4577,2020-02-28,1,H5,0
4578,2020-02-28,1,H5,3
4579,2020-02-28,2,AB2,4
4580,2020-02-28,2,AB2,2
4581,2020-02-28,2,AB2,3
4582,2020-02-28,3,H1,0
4583,2020-02-28,4,H3,3
4584,2020-02-28,4,H3,3
4585,2020-02-29,1,H2,3
4586,2020-02-29,2,AB3,0
4587,2020-02-29,2,AB3,0
4588,2020-02-29,2,AB3,0
4589,2020-02-29,2,AB3,0
4590,2020-02-29,3,H2,1
4591,2020-03-01,1,H5,1
4592,2020-03-01,1,H5,3
4593,2020-03-01,1,H5,3
4594,2020-03-01,1,H5,2
4595,2020-03-01,3,C3,2
4596,2020-03-01,3,C3,0
4597,2020-03-01,3,C3,3
4598,2020-03-01,3,C3,3
4599,2020-03-02,4,H4,3
4600,2020-03-02,4,H4,4
4601,2020-03-03,3,H3,1
4602,2020-03-03,3,H3,1
4603,2020-03-03,4,H5,1
4604,2020-03-03,4,H5,4
4605,2020-03-03,4,H5,4
4606,2020-03-03,4,H5,2
4607,2020-03-03,4,H5,4
4608,2020-03-04,4,H4,1
4609,2020-03-04,4,H4,3
4610,2020-03-05,3,H4,2
4611,2020-03-05,3,H4,3
4612,2020-03-05,4,H3,3
4613,2020-03-05,4,H3,3
4614,2020-03-06,1,H2,4
4615,2020-03-07,3,C3,0
4616,2020-03-07,3,C3,3
4617,2020-03-07,3,C3,4
4618,2020-03-07,3,C3,4
4619,2020-03-07,4,H3,2
4620,2020-03-07,4,H3,1
4621,2020-03-08,3,H5,3
4622,2020-03-08,3,H5,0
4623,2020-03-08,3,H5,2
4624,2020-03-08,3,H5,3
4625,2020-03-09,1,H6,2
4626,2020-03-09,1,H6,0
4627,2020-03-09,1,H6,0
4628,2020-03-09,1,H6,4
4629,2020-03-09,1,H6,3
4630,2020-03-09,3,H1,2
4631,2020-03-10,1,H6,2
4632,2020-03-10,1,H6,4
4633,2020-03-10,1,H6,4
4634,2020-03-10,1,H6,0
4635,2020-03-10,1,H6,3
4636,2020-03-10,3,H4,4
4637,2020-03-10,3,H4,0
4638,2020-03-10,4,H2,4
4639,2020-03-11,3,H1,2
4640,2020-03-12,2,AB3,1
4641,2020-03-12,2,AB3,2
4642,2020-03-12,2,AB3,3
4643,2020-03-12,2,AB3,4
4644,2020-03-13,3,H6,0
4645,2020-03-13,3,H6,2
4646,2020-03-13,3,H6,2
4647,2020-03-13,3,H6,1
4648,2020-03-13,4,H5,1
4649,2020-03-13,4,H5,0
4650,2020-03-13,4,H5,1
4651,2020-03-13,4,H5,1
4652,2020-03-13,4,H5,0
4653,2020-03-14,4,E,2
4654,2020-03-14,4,E,4
4655,2020-03-14,4,E,2
4656,2020-03-14,4,E,1
4657,2020-03-15,4,E,0
4658,2020-03-15,4,E,3
4659,2020-03-15,4,E,0
4660,2020-03-15,4,E,4
4661,2020-03-16,3,H5,2
4662,2020-03-16,3,H5,2
4663,2020-03-16,3,H5,3
4664,2020-03-16,3,H5,0
4665,2020-03-17,1,H2,4
4666,2020-03-17,2,AB3,0
4667,2020-03-17,2,AB3,1
4668,2020-03-17,2,AB3,2
4669,2020-03-17,2,AB3,3
4670,2020-03-18,2,MBA,0
4671,2020-03-18,2,MBA,2
4672,2020-03-18,2,MBA,0
4673,2020-03-18,3,C3,2
4674,2020-03-18,3,C3,4
4675,2020-03-18,3,C3,3
4676,2020-03-18,3,C3,3
4677,2020-03-18,4,H6,4
4678,2020-03-18,4,H6,3
4679,2020-03-18,4,H6,4
4680,2020-03-18,4,H6,1
4681,2020-03-18,4,H6,2
4682,2020-03-19,1,H3,3
4683,2020-03-19,1,H3,1
4684,2020-03-19,1,H3,1
4685,2020-03-19,2,AB3,2
4686,2020-03-19,2,AB3,0
4687,2020-03-19,2,AB3,4
4688,2020-03-19,2,AB3,4
4689,2020-03-19,3,H4,3
4690,2020-03-19,3,H4,3
4691,2020-03-20,1,H4,3
4692,2020-03-20,1,H4,0
4693,2020-03-20,2,MBA,2
4694,2020-03-20,2,MBA,3
4695,2020-03-20,2,MBA,4
4696,2020-03-20,4,H3,1
4697,2020-03-20,4,H3,4
4698,2020-03-21,3,H1,1
4699,2020-03-22,1,H3,0
4700,2020-03-22,1,H3,1
4701,2020-03-22,1,H3,4
4702,2020-03-22,3,H6,2
4703,2020-03-22,3,H6,3
4704,2020-03-22,3,H6,3
4705,2020-03-22,3,H6,1
4706,2020-03-23,1,H3,3
4707,2020-03-23,1,H3,2
4708,2020-03-23,1,H3,1
4709,2020-03-24,2,AB2,2
4710,2020-03-24,2,AB2,3
4711,2020-03-24,2,AB2,2
4712,2020-03-24,3,H3,3
4713,2020-03-24,3,H3,0
4714,2020-03-25,1,E,2
4715,2020-03-25,1,E,4
4716,2020-03-25,1,E,2
4717,2020-03-25,1,E,2
4718,2020-03-25,3,H2,0
4719,2020-03-25,4,H5,1
4720,2020-03-25,4,H5,0
4721,2020-03-25,4,H5,1
4722,2020-03-25,4,H5,1
4723,2020-03-25,4,H5,0
4724,2020-03-26,3,C3,1
4725,2020-03-26,3,C3,3
4726,2020-03-26,3,C3,2
4727,2020-03-26,3,C3,4
4728,2020-03-27,1,H5,4
4729,2020-03-27,1,H5,4
4730,2020-03-27,1,H5,1
4731,2020-03-27,1,H5,1
4732,2020-03-27,3,H3,1
4733,2020-03-27,3,H3,4
4734,2020-03-27,4,H1,0
4735,2020-03-28,1,H2,0
4736,2020-03-28,3,H4,1
4737,2020-03-28,3,H4,2
4738,2020-03-29,1,H4,2
4739,2020-03-29,1,H4,2
4740,2020-03-29,3,H6,2
4741,2020-03-29,3,H6,1
4742,2020-03-29,3,H6,1
4743,2020-03-29,3,H6,2
4744,2020-03-29,4,H1,2
4745,2020-03-30,3,C2,1
4746,2020-03-30,3,C2,1
4747,2020-03-30,3,C2,2
4748,2020-03-30,3,C2,3
4749,2020-03-30,3,C2,2
4750,2020-03-30,3,C2,3
4751,2020-03-30,4,H3,3
4752,2020-03-30,4,H3,2
4753,2020-03-31,3,H6,2
4754,2020-03-31,3,H6,3
4755,2020-03-31,3,H6,1
4756,2020-03-31,3,H6,0
4757,2020-03-31,4,H5,4
4758,2020-03-31,4,H5,3
4759,2020-03-31,4,H5,2
4760,2020-03-31,4,H5,1
4761,2020-03-31,4,H5,3
4762,2020-04-01,2,AB1,3
4763,2020-04-01,2,AB1,3
4764,2020-04-01,2,AB1,1
4765,2020-04-01,3,H2,2
4766,2020-04-02,4,H3,4
4767,2020-04-02,4,H3,3
4768,2020-04-03,1,H1,4
4769,2020-04-03,2,AB2,1
4770,2020-04-03,2,AB2,3
4771,2020-04-03,2,AB2,2
4772,2020-04-03,4,H6,2
4773,2020-04-03,4,H6,4
4774,2020-04-03,4,H6,2
4775,2020-04-03,4,H6,1
4776,2020-04-03,4,H6,3
4777,2020-04-04,1,H2,2
4778,2020-04-04,4,H2,4
4779,2020-04-05,1,H4,1
4780,2020-04-05,1,H4,1
4781,2020-04-05,2,AB2,2
4782,2020-04-05,2,AB2,3
4783,2020-04-05,2,AB2,4
4784,2020-04-05,3,C1,4
4785,2020-04-05,3,C1,0
4786,2020-04-05,3,C1,3
4787,2020-04-05,4,H5,4
4788,2020-04-05,4,H5,3
4789,2020-04-05,4,H5,0
4790,2020-04-05,4,H5,2
4791,2020-04-05,4,H5,0
4792,2020-04-06,1,H1,4
4793,2020-04-06,3,C3,3
4794,2020-04-06,3,C3,4
4795,2020-04-06,3,C3,1
4796,2020-04-06,3,C3,4
4797,2020-04-07,2,AB3,3
4798,2020-04-07,2,AB3,0
4799,2020-04-07,2,AB3,4
4800,2020-04-07,2,AB3,0
4801,2020-04-08,1,H3,0
4802,2020-04-08,1,H3,2
4803,2020-04-08,1,H3,0
4804,2020-04-08,3,H2,1
4805,2020-04-09,3,C3,0
4806,2020-04-09,3,C3,4
4807,2020-04-09,3,C3,2
4808,2020-04-09,3,C3,1
4809,2020-04-09,4,H1,2
4810,2020-04-10,3,H6,2
4811,2020-04-10,3,H6,3
4812,2020-04-10,3,H6,3
4813,2020-04-10,3,H6,4
4814,2020-04-11,1,H2,4
4815,2020-04-11,4,H4,2
4816,2020-04-11,4,H4,0
4817,2020-04-12,3,H4,0
4818,2020-04-12,3,H4,3
4819,2020-04-12,4,H4,1
4820,2020-04-12,4,H4,3
4821,2020-04-13,1,H2,0
4822,2020-04-13,4,H2,4
4823,2020-04-14,4,H3,4
4824,2020-04-14,4,H3,0
4825,2020-04-15,3,H4,1
4826,2020-04-15,3,H4,0
4827,2020-04-15,4,H1,1
4828,2020-04-16,1,H2,3
4829,2020-04-16,3,C2,3
4830,2020-04-16,3,C2,3
4831,2020-04-16,3,C2,1
4832,2020-04-16,3,C2,0
4833,2020-04-16,3,C2,3
4834,2020-04-16,3,C2,1
4835,2020-04-17,3,C1,4
4836,2020-04-17,3,C1,0
4837,2020-04-17,3,C1,1
4838,2020-04-17,4,H4,0
4839,2020-04-17,4,H4,4
4840,2020-04-18,2,AB2,1
4841,2020-04-18,2,AB2,3
4842,2020-04-18,2,AB2,4
4843,2020-04-18,3,H4,4
4844,2020-04-18,3,H4,4
4845,2020-04-19,1,H5,2
4846,2020-04-19,1,H5,4
4847,2020-04-19,1,H5,0
4848,2020-04-19,1,H5,1
4849,2020-04-20,1,H4,1
4850,2020-04-20,1,H4,2
4851,2020-04-20,3,H6,1
4852,2020-04-20,3,H6,1
4853,2020-04-20,3,H6,0
4854,2020-04-20,3,H6,4
4855,2020-04-21,1,H5,0
4856,2020-04-21,1,H5,4
4857,2020-04-21,1,H5,0
4858,2020-04-21,1,H5,0
4859,2020-04-21,3,H3,2
4860,2020-04-21,3,H3,1
4861,2020-04-21,4,H2,1
4862,2020-04-22,3,H6,1
4863,2020-04-22,3,H6,2
4864,2020-04-22,3,H6,1
4865,2020-04-22,3,H6,0
4866,2020-04-23,1,H6,3
4867,2020-04-23,1,H6,1
4868,2020-04-23,1,H6,0
4869,2020-04-23,1,H6,4
4870,2020-04-23,1,H6,3
4871,2020-04-24,1,H1,1
4872,2020-04-24,4,H2,2
4873,2020-04-25,1,H1,3
4874,2020-04-25,3,H3,0
4875,2020-04-25,3,H3,0
4876,2020-04-25,4,H6,3
4877,2020-04-25,4,H6,2
4878,2020-04-25,4,H6,4
4879,2020-04-25,4,H6,4
4880,2020-04-25,4,H6,0
4881,2020-04-26,1,H2,4
4882,2020-04-26,2,AB1,2
4883,2020-04-26,2,AB1,1
4884,2020-04-26,2,AB1,2
4885,2020-04-26,3,H5,3
4886,2020-04-26,3,H5,0
4887,2020-04-26,3,H5,2
4888,2020-04-26,3,H5,4
4889,2020-04-26,4,E,2
4890,2020-04-26,4,E,1
4891,2020-04-26,4,E,1
4892,2020-04-26,4,E,0
4893,2020-04-28,3,H4,1
4894,2020-04-28,3,H4,1
4895,2020-04-28,4,H2,0
4896,2020-04-29,2,AB3,0
4897,2020-04-29,2,AB3,2
4898,2020-04-29,2,AB3,2
4899,2020-04-29,2,AB3,2
4900,2020-04-30,2,MBA,1
4901,2020-04-30,2,MBA,1
4902,2020-04-30,2,MBA,3
4903,2020-04-30,4,E,1
4904,2020-04-30,4,E,2
4905,2020-04-30,4,E,1
4906,2020-04-30,4,E,4
4907,2020-05-01,1,H4,2
4908,2020-05-01,1,H4,3
4909,2020-05-01,3,H1,3
4910,2020-05-02,1,H3,0
4911,2020-05-02,1,H3,3
4912,2020-05-02,1,H3,4
4913,2020-05-02,2,MBA,1
4914,2020-05-02,2,MBA,4
4915,2020-05-02,2,MBA,0
4916,2020-05-02,3,H5,3
4917,2020-05-02,3,H5,3
4918,2020-05-02,3,H5,2
4919,2020-05-02,3,H5,1
4920,2020-05-02,4,H6,2
4921,2020-05-02,4,H6,4
4922,2020-05-02,4,H6,0
4923,2020-05-02,4,H6,1
4924,2020-05-02,4,H6,2
4925,2020-05-03,1,H4,3
4926,2020-05-03,1,H4,1
4927,2020-05-03,3,C3,3
4928,2020-05-03,3,C3,4
4929,2020-05-03,3,C3,2
4930,2020-05-03,3,C3,0
4931,2020-05-03,4,E,3
4932,2020-05-03,4,E,3
4933,2020-05-03,4,E,2
4934,2020-05-03,4,E,0
4935,2020-05-04,1,H6,0
4936,2020-05-04,1,H6,2
4937,2020-05-04,1,H6,0
4938,2020-05-04,1,H6,0
4939,2020-05-04,1,H6,2
4940,2020-05-04,2,MBA,4
4941,2020-05-04,2,MBA,0
4942,2020-05-04,2,MBA,3
4943,2020-05-04,3,C1,0
4944,2020-05-04,3,C1,1
4945,2020-05-04,3,C1,2
4946,2020-05-05,3,H3,1
4947,2020-05-05,3,H3,1
4948,2020-05-05,4,H5,2
4949,2020-05-05,4,H5,1
4950,2020-05-05,4,H5,2
4951,2020-05-05,4,H5,4
4952,2020-05-05,4,H5,2
4953,2020-05-06,1,H6,3
4954,2020-05-06,1,H6,4
4955,2020-05-06,1,H6,2
4956,2020-05-06,1,H6,2
4957,2020-05-06,1,H6,3
4958,2020-05-07,1,H1,1
4959,2020-05-07,3,H3,4
4960,2020-05-07,3,H3,3
4961,2020-05-08,1,H6,0
4962,2020-05-08,1,H6,2
4963,2020-05-08,1,H6,4
4964,2020-05-08,1,H6,4
4965,2020-05-08,1,H6,3
4966,2020-05-08,2,AB2,0
4967,2020-05-08,2,AB2,2
4968,2020-05-08,2,AB2,2
4969,2020-05-08,4,E,4
4970,2020-05-08,4,E,1
4971,2020-05-08,4,E,3
4972,2020-05-08,4,E,2
4973,2020-05-10,2,AB3,2
4974,2020-05-10,2,AB3,3
4975,2020-05-10,2,AB3,0
4976,2020-05-10,2,AB3,4
4977,2020-05-10,3,H1,2
4978,2020-05-10,4,H2,0
4979,2020-05-11,1,E,0
4980,2020-05-11,1,E,4
4981,2020-05-11,1,E,2
4982,2020-05-11,1,E,1
4983,2020-05-12,1,H5,2
4984,2020-05-12,1,H5,2
4985,2020-05-12,1,H5,2
4986,2020-05-12,1,H5,3
4987,2020-05-12,3,H5,3
4988,2020-05-12,3,H5,2
4989,2020-05-12,3,H5,4
4990,2020-05-12,3,H5,1
4991,2020-05-12,4,H3,4
4992,2020-05-12,4,H3,3
4993,2020-05-13,1,H3,0
4994,2020-05-13,1,H3,1
4995,2020-05-13,1,H3,2
4996,2020-05-13,3,H2,0
4997,2020-05-14,2,AB1,1
4998,2020-05-14,2,AB1,0
4999,2020-05-14,2,AB1,1
5000,2020-05-14,4,H6,1
5001,2020-05-14,4,H6,1
5002,2020-05-14,4,H6,0
5003,2020-05-14,4,H6,1
5004,2020-05-14,4,H6,3
5005,2020-05-15,1,H2,1
5006,2020-05-15,3,C2,1
5007,2020-05-15,3,C2,1
5008,2020-05-15,3,C2,2
5009,2020-05-15,3,C2,4
5010,2020-05-15,3,C2,2
5011,2020-05-15,3,C2,2
5012,2020-05-17,2,AB1,3
5013,2020-05-17,2,AB1,2
5014,2020-05-17,2,AB1,1
5015,2020-05-18,4,H1,1
5016,2020-05-19,3,C3,4
5017,2020-05-19,3,C3,4
5018,2020-05-19,3,C3,2
5019,2020-05-19,3,C3,4
5020,2020-05-20,3,C3,2
5021,2020-05-20,3,C3,2
5022,2020-05-20,3,C3,4
5023,2020-05-20,3,C3,4
5024,2020-05-21,1,H2,3
5025,2020-05-21,3,H6,2
5026,2020-05-21,3,H6,1
5027,2020-05-21,3,H6,0
5028,2020-05-21,3,H6,2
5029,2020-05-21,4,E,4
5030,2020-05-21,4,E,1
5031,2020-05-21,4,E,1
5032,2020-05-21,4,E,4
5033,2020-05-22,1,H6,4
5034,2020-05-22,1,H6,1
5035,2020-05-22,1,H6,0
5036,2020-05-22,1,H6,4
5037,2020-05-22,1,H6,0
5038,2020-05-22,2,AB3,0
5039,2020-05-22,2,AB3,2
5040,2020-05-22,2,AB3,2
5041,2020-05-22,2,AB3,2
5042,2020-05-22,3,C1,1
5043,2020-05-22,3,C1,3
5044,2020-05-22,3,C1,2
5045,2020-05-23,3,H6,4
5046,2020-05-23,3,H6,0
5047,2020-05-23,3,H6,0
5048,2020-05-23,3,H6,0
5049,2020-05-24,1,H3,2
5050,2020-05-24,1,H3,1
5051,2020-05-24,1,H3,1
5052,2020-05-25,1,E,0
5053,2020-05-25,1,E,2
5054,2020-05-25,1,E,2
5055,2020-05-25,1,E,0
5056,2020-05-25,2,AB2,2
5057,2020-05-25,2,AB2,1
5058,2020-05-25,2,AB2,2
5059,2020-05-25,3,C2,0
5060,2020-05-25,3,C2,4
5061,2020-05-25,3,C2,3
5062,2020-05-25,3,C2,4
5063,2020-05-25,3,C2,3
5064,2020-05-25,3,C2,2
5065,2020-05-25,4,H2,0
5066,2020-05-26,3,C1,2
5067,2020-05-26,3,C1,4
5068,2020-05-26,3,C1,0
5069,2020-05-26,4,H2,3
5070,2020-05-27,1,H1,1
5071,2020-05-28,3,H1,4
5072,2020-05-29,3,H4,0
5073,2020-05-29,3,H4,2
5074,2020-05-29,4,H1,3
5075,2020-05-30,1,H1,1
5076,2020-05-30,3,C1,0
5077,2020-05-30,3,C1,2
5078,2020-05-30,3,C1,4
5079,2020-05-30,4,E,4
5080,2020-05-30,4,E,4
5081,2020-05-30,4,E,4
5082,2020-05-30,4,E,4
5083,2020-05-31,2,MBA,4
5084,2020-05-31,2,MBA,0
5085,2020-05-31,2,MBA,2
5086,2020-05-31,3,C3,4
5087,2020-05-31,3,C3,2
5088,2020-05-31,3,C3,1
5089,2020-05-31,3,C3,2
5090,2020-05-31,4,H6,0
5091,2020-05-31,4,H6,3
5092,2020-05-31,4,H6,1
5093,2020-05-31,4,H6,1
5094,2020-05-31,4,H6,1
5095,2020-06-01,3,H4,4
5096,2020-06-01,3,H4,1
5097,2020-06-01,4,E,3
5098,2020-06-01,4,E,1
5099,2020-06-01,4,E,2
5100,2020-06-01,4,E,4
5101,2020-06-02,2,AB1,4
5102,2020-06-02,2,AB1,4
