,date,time,species,catch,effort,boat,location
19522,2020-11-03,2,species2,735,874,boat7,AB3
19523,2020-11-03,2,species3,90,874,boat7,AB3
19524,2020-11-03,2,species4,44,874,boat7,AB3
19525,2020-11-03,3,species2,140,140,boat7,H2
19526,2020-11-03,4,species5,308,390,boat8,H3
19527,2020-11-03,4,species11,82,390,boat8,H3
19528,2020-11-03,4,species3,139,289,boat6,H6
19529,2020-11-03,4,species6,19,289,boat6,H6
19530,2020-11-03,4,species8,92,289,boat6,H6
19531,2020-11-03,4,species9,16,289,boat6,H6
19532,2020-11-03,4,species12,23,289,boat6,H6
19533,2020-11-03,4,species4,48,657,boat7,E
19534,2020-11-03,4,species7,193,657,boat7,E
19535,2020-11-03,4,species10,70,657,boat7,E
19536,2020-11-03,4,species13,346,657,boat7,E
19537,2020-11-03,4,species4,18,428,boat10,E
19538,2020-11-03,4,species7,96,428,boat10,E
19539,2020-11-03,4,species10,78,428,boat10,E
19540,2020-11-03,4,species13,236,428,boat10,E
19541,2020-11-04,1,species2,57,57,boat9,H2
19542,2020-11-04,1,species3,66,198,boat2,H6
19543,2020-11-04,1,species5,68,198,boat2,H6
19544,2020-11-04,1,species6,10,198,boat2,H6
19545,2020-11-04,1,species9,29,198,boat2,H6
19546,2020-11-04,1,species12,25,198,boat2,H6
19547,2020-11-04,1,species8,19,96,boat4,H4
19548,2020-11-04,1,species11,77,96,boat4,H4
19549,2020-11-04,1,species8,119,146,boat3,H4
19550,2020-11-04,1,species11,27,146,boat3,H4
19551,2020-11-04,1,species2,787,787,boat5,H2
19552,2020-11-04,1,species3,153,276,boat1,H6
19553,2020-11-04,1,species5,26,276,boat1,H6
19554,2020-11-04,1,species6,43,276,boat1,H6
19555,2020-11-04,1,species9,30,276,boat1,H6
19556,2020-11-04,1,species12,24,276,boat1,H6
19557,2020-11-04,2,species1,261,637,boat3,AB3
19558,2020-11-04,2,species2,255,637,boat3,AB3
19559,2020-11-04,2,species3,56,637,boat3,AB3
19560,2020-11-04,2,species4,65,637,boat3,AB3
19561,2020-11-04,2,species5,325,655,boat4,AB2
19562,2020-11-04,2,species6,76,655,boat4,AB2
19563,2020-11-04,2,species7,254,655,boat4,AB2
19564,2020-11-04,2,species1,281,431,boat8,AB3
19565,2020-11-04,2,species2,86,431,boat8,AB3
19566,2020-11-04,2,species3,20,431,boat8,AB3
19567,2020-11-04,2,species4,44,431,boat8,AB3
19568,2020-11-04,2,species5,378,678,boat9,AB2
19569,2020-11-04,2,species6,89,678,boat9,AB2
19570,2020-11-04,2,species7,211,678,boat9,AB2
19571,2020-11-04,2,species1,193,1111,boat6,AB3
19572,2020-11-04,2,species2,543,1111,boat6,AB3
19573,2020-11-04,2,species3,290,1111,boat6,AB3
19574,2020-11-04,2,species4,85,1111,boat6,AB3
19575,2020-11-04,2,species8,68,135,boat1,AB1
19576,2020-11-04,2,species9,32,135,boat1,AB1
19577,2020-11-04,2,species10,35,135,boat1,AB1
19578,2020-11-04,2,species5,68,130,boat10,AB2
19579,2020-11-04,2,species6,27,130,boat10,AB2
19580,2020-11-04,2,species7,35,130,boat10,AB2
19581,2020-11-04,3,species3,43,118,boat1,H5
19582,2020-11-04,3,species6,12,118,boat1,H5
19583,2020-11-04,3,species9,25,118,boat1,H5
19584,2020-11-04,3,species12,38,118,boat1,H5
19585,2020-11-04,3,species1,35,167,boat8,C3
19586,2020-11-04,3,species2,56,167,boat8,C3
19587,2020-11-04,3,species3,2,167,boat8,C3
19588,2020-11-04,3,species4,74,167,boat8,C3
19589,2020-11-04,3,species3,124,166,boat9,H6
19590,2020-11-04,3,species6,20,166,boat9,H6
19591,2020-11-04,3,species9,22,166,boat9,H6
19592,2020-11-04,3,species12,0,166,boat9,H6
19593,2020-11-04,4,species3,153,688,boat2,H5
19594,2020-11-04,4,species6,40,688,boat2,H5
19595,2020-11-04,4,species8,426,688,boat2,H5
19596,2020-11-04,4,species9,20,688,boat2,H5
19597,2020-11-04,4,species12,49,688,boat2,H5
19598,2020-11-04,4,species5,41,73,boat7,H4
19599,2020-11-04,4,species11,32,73,boat7,H4
19600,2020-11-04,4,species2,257,257,boat6,H2
19601,2020-11-04,4,species5,51,126,boat3,H4
19602,2020-11-04,4,species11,75,126,boat3,H4
19603,2020-11-04,4,species5,67,86,boat4,H4
19604,2020-11-04,4,species11,19,86,boat4,H4
19605,2020-11-04,4,species5,30,108,boat1,H4
19606,2020-11-04,4,species11,78,108,boat1,H4
19607,2020-11-04,4,species2,7,7,boat9,H2
19608,2020-11-04,4,species5,83,134,boat8,H4
19609,2020-11-04,4,species11,51,134,boat8,H4
19610,2020-11-05,1,species3,163,281,boat8,H5
19611,2020-11-05,1,species6,20,281,boat8,H5
19612,2020-11-05,1,species9,49,281,boat8,H5
19613,2020-11-05,1,species12,49,281,boat8,H5
19614,2020-11-05,2,species5,331,501,boat5,AB2
19615,2020-11-05,2,species6,92,501,boat5,AB2
19616,2020-11-05,2,species7,78,501,boat5,AB2
19617,2020-11-05,2,species11,130,274,boat4,MBA
19618,2020-11-05,2,species12,32,274,boat4,MBA
19619,2020-11-05,2,species13,112,274,boat4,MBA
19620,2020-11-05,2,species1,354,1019,boat8,AB3
19621,2020-11-05,2,species2,403,1019,boat8,AB3
19622,2020-11-05,2,species3,164,1019,boat8,AB3
19623,2020-11-05,2,species4,98,1019,boat8,AB3
19624,2020-11-05,2,species1,230,1105,boat1,AB3
19625,2020-11-05,2,species2,730,1105,boat1,AB3
19626,2020-11-05,2,species3,67,1105,boat1,AB3
19627,2020-11-05,2,species4,78,1105,boat1,AB3
19628,2020-11-05,2,species11,170,447,boat10,MBA
19629,2020-11-05,2,species12,42,447,boat10,MBA
19630,2020-11-05,2,species13,235,447,boat10,MBA
19631,2020-11-05,3,species3,51,101,boat3,H6
19632,2020-11-05,3,species6,19,101,boat3,H6
19633,2020-11-05,3,species9,10,101,boat3,H6
19634,2020-11-05,3,species12,21,101,boat3,H6
19635,2020-11-05,3,species5,8,327,boat9,H3
19636,2020-11-05,3,species8,319,327,boat9,H3
19637,2020-11-05,3,species1,158,158,boat7,H1
19638,2020-11-05,3,species5,51,246,boat1,H4
19639,2020-11-05,3,species8,195,246,boat1,H4
19640,2020-11-05,3,species5,1,213,boat10,H4
19641,2020-11-05,3,species8,212,213,boat10,H4
19642,2020-11-05,3,species5,49,272,boat8,H3
19643,2020-11-05,3,species8,223,272,boat8,H3
19644,2020-11-05,3,species3,103,128,boat6,H6
19645,2020-11-05,3,species6,0,128,boat6,H6
19646,2020-11-05,3,species9,12,128,boat6,H6
19647,2020-11-05,3,species12,13,128,boat6,H6
19648,2020-11-05,4,species3,14,378,boat7,H5
19649,2020-11-05,4,species6,5,378,boat7,H5
19650,2020-11-05,4,species8,307,378,boat7,H5
19651,2020-11-05,4,species9,26,378,boat7,H5
19652,2020-11-05,4,species12,26,378,boat7,H5
19653,2020-11-05,4,species3,104,602,boat10,H5
19654,2020-11-05,4,species6,27,602,boat10,H5
19655,2020-11-05,4,species8,429,602,boat10,H5
19656,2020-11-05,4,species9,7,602,boat10,H5
19657,2020-11-05,4,species12,35,602,boat10,H5
19658,2020-11-05,4,species4,59,471,boat1,E
19659,2020-11-05,4,species7,237,471,boat1,E
19660,2020-11-05,4,species10,116,471,boat1,E
19661,2020-11-05,4,species13,59,471,boat1,E
19662,2020-11-05,4,species3,125,354,boat5,H6
19663,2020-11-05,4,species6,11,354,boat5,H6
19664,2020-11-05,4,species8,205,354,boat5,H6
19665,2020-11-05,4,species9,11,354,boat5,H6
19666,2020-11-05,4,species12,2,354,boat5,H6
19667,2020-11-05,4,species3,102,270,boat3,H5
19668,2020-11-05,4,species6,13,270,boat3,H5
19669,2020-11-05,4,species8,110,270,boat3,H5
19670,2020-11-05,4,species9,12,270,boat3,H5
19671,2020-11-05,4,species12,33,270,boat3,H5
19672,2020-11-05,4,species5,4,79,boat2,H3
19673,2020-11-05,4,species11,75,79,boat2,H3
19674,2020-11-05,4,species5,301,336,boat4,H3
19675,2020-11-05,4,species11,35,336,boat4,H3
19676,2020-11-06,1,species2,788,788,boat4,H2
19677,2020-11-06,1,species5,155,211,boat1,H3
19678,2020-11-06,1,species8,23,211,boat1,H3
19679,2020-11-06,1,species11,33,211,boat1,H3
19680,2020-11-06,2,species11,46,255,boat3,MBA
19681,2020-11-06,2,species12,64,255,boat3,MBA
19682,2020-11-06,2,species13,145,255,boat3,MBA
19683,2020-11-06,2,species1,380,815,boat6,AB3
19684,2020-11-06,2,species2,156,815,boat6,AB3
19685,2020-11-06,2,species3,268,815,boat6,AB3
19686,2020-11-06,2,species4,11,815,boat6,AB3
19687,2020-11-06,2,species1,331,1362,boat10,AB3
19688,2020-11-06,2,species2,791,1362,boat10,AB3
19689,2020-11-06,2,species3,163,1362,boat10,AB3
19690,2020-11-06,2,species4,77,1362,boat10,AB3
19691,2020-11-06,3,species5,11,430,boat8,C2
19692,2020-11-06,3,species6,10,430,boat8,C2
19693,2020-11-06,3,species7,159,430,boat8,C2
19694,2020-11-06,3,species11,152,430,boat8,C2
19695,2020-11-06,3,species12,12,430,boat8,C2
19696,2020-11-06,3,species13,86,430,boat8,C2
19697,2020-11-06,3,species5,23,277,boat2,C2
19698,2020-11-06,3,species6,11,277,boat2,C2
19699,2020-11-06,3,species7,37,277,boat2,C2
19700,2020-11-06,3,species11,50,277,boat2,C2
19701,2020-11-06,3,species12,6,277,boat2,C2
19702,2020-11-06,3,species13,150,277,boat2,C2
19703,2020-11-06,3,species1,40,293,boat3,C3
19704,2020-11-06,3,species2,249,293,boat3,C3
19705,2020-11-06,3,species3,2,293,boat3,C3
19706,2020-11-06,3,species4,2,293,boat3,C3
19707,2020-11-06,4,species5,10,76,boat10,H3
19708,2020-11-06,4,species11,66,76,boat10,H3
19709,2020-11-06,4,species3,109,203,boat1,H5
19710,2020-11-06,4,species6,10,203,boat1,H5
19711,2020-11-06,4,species8,28,203,boat1,H5
19712,2020-11-06,4,species9,8,203,boat1,H5
19713,2020-11-06,4,species12,48,203,boat1,H5
19714,2020-11-06,4,species2,625,625,boat3,H2
19715,2020-11-06,4,species1,130,130,boat9,H1
19716,2020-11-07,1,species3,91,193,boat5,H5
19717,2020-11-07,1,species6,29,193,boat5,H5
19718,2020-11-07,1,species9,68,193,boat5,H5
19719,2020-11-07,1,species12,5,193,boat5,H5
19720,2020-11-07,1,species8,66,71,boat7,H4
19721,2020-11-07,1,species11,5,71,boat7,H4
19722,2020-11-07,2,species11,152,344,boat10,MBA
19723,2020-11-07,2,species12,32,344,boat10,MBA
19724,2020-11-07,2,species13,160,344,boat10,MBA
19725,2020-11-07,3,species2,393,393,boat2,H2
19726,2020-11-07,3,species5,15,549,boat3,C2
19727,2020-11-07,3,species6,3,549,boat3,C2
19728,2020-11-07,3,species7,10,549,boat3,C2
19729,2020-11-07,3,species11,173,549,boat3,C2
19730,2020-11-07,3,species12,4,549,boat3,C2
19731,2020-11-07,3,species13,344,549,boat3,C2
19732,2020-11-07,3,species1,55,55,boat6,H1
19733,2020-11-07,3,species3,47,115,boat1,H5
19734,2020-11-07,3,species6,1,115,boat1,H5
19735,2020-11-07,3,species9,33,115,boat1,H5
19736,2020-11-07,3,species12,34,115,boat1,H5
19737,2020-11-07,3,species2,14,14,boat5,H2
19738,2020-11-07,3,species8,11,95,boat9,C1
19739,2020-11-07,3,species9,11,95,boat9,C1
19740,2020-11-07,3,species10,73,95,boat9,C1
19741,2020-11-07,3,species3,47,161,boat7,H5
19742,2020-11-07,3,species6,20,161,boat7,H5
19743,2020-11-07,3,species9,53,161,boat7,H5
19744,2020-11-07,3,species12,41,161,boat7,H5
19745,2020-11-07,3,species8,51,185,boat10,C1
19746,2020-11-07,3,species9,5,185,boat10,C1
19747,2020-11-07,3,species10,129,185,boat10,C1
19748,2020-11-07,3,species2,157,157,boat8,H2
19749,2020-11-07,3,species3,42,114,boat4,H5
19750,2020-11-07,3,species6,10,114,boat4,H5
19751,2020-11-07,3,species9,61,114,boat4,H5
19752,2020-11-07,3,species12,1,114,boat4,H5
19753,2020-11-07,4,species1,248,248,boat1,H1
19754,2020-11-07,4,species5,33,76,boat2,H4
19755,2020-11-07,4,species11,43,76,boat2,H4
19756,2020-11-07,4,species5,5,22,boat7,H4
19757,2020-11-07,4,species11,17,22,boat7,H4
19758,2020-11-07,4,species4,83,764,boat5,E
19759,2020-11-07,4,species7,223,764,boat5,E
19760,2020-11-07,4,species10,97,764,boat5,E
19761,2020-11-07,4,species13,361,764,boat5,E
19762,2020-11-08,1,species3,76,113,boat5,H6
19763,2020-11-08,1,species5,3,113,boat5,H6
19764,2020-11-08,1,species6,19,113,boat5,H6
19765,2020-11-08,1,species9,9,113,boat5,H6
19766,2020-11-08,1,species12,6,113,boat5,H6
19767,2020-11-08,1,species8,184,245,boat10,H4
19768,2020-11-08,1,species11,61,245,boat10,H4
19769,2020-11-08,1,species3,164,239,boat3,H5
19770,2020-11-08,1,species6,4,239,boat3,H5
19771,2020-11-08,1,species9,61,239,boat3,H5
19772,2020-11-08,1,species12,10,239,boat3,H5
19773,2020-11-08,1,species3,125,223,boat1,H6
19774,2020-11-08,1,species5,34,223,boat1,H6
19775,2020-11-08,1,species6,48,223,boat1,H6
19776,2020-11-08,1,species9,5,223,boat1,H6
19777,2020-11-08,1,species12,11,223,boat1,H6
19778,2020-11-08,1,species5,371,690,boat2,H3
19779,2020-11-08,1,species8,301,690,boat2,H3
19780,2020-11-08,1,species11,18,690,boat2,H3
19781,2020-11-08,1,species5,412,822,boat7,H3
19782,2020-11-08,1,species8,330,822,boat7,H3
19783,2020-11-08,1,species11,80,822,boat7,H3
19784,2020-11-08,1,species3,44,123,boat9,H5
19785,2020-11-08,1,species6,13,123,boat9,H5
19786,2020-11-08,1,species9,25,123,boat9,H5
19787,2020-11-08,1,species12,41,123,boat9,H5
19788,2020-11-08,1,species5,296,308,boat4,H3
19789,2020-11-08,1,species8,11,308,boat4,H3
19790,2020-11-08,1,species11,1,308,boat4,H3
19791,2020-11-08,2,species5,465,702,boat9,AB2
19792,2020-11-08,2,species6,95,702,boat9,AB2
19793,2020-11-08,2,species7,142,702,boat9,AB2
19794,2020-11-08,2,species11,178,250,boat10,MBA
19795,2020-11-08,2,species12,34,250,boat10,MBA
19796,2020-11-08,2,species13,38,250,boat10,MBA
19797,2020-11-08,2,species8,336,539,boat1,AB1
19798,2020-11-08,2,species9,60,539,boat1,AB1
19799,2020-11-08,2,species10,143,539,boat1,AB1
19800,2020-11-08,3,species5,7,283,boat4,C2
19801,2020-11-08,3,species6,12,283,boat4,C2
19802,2020-11-08,3,species7,218,283,boat4,C2
19803,2020-11-08,3,species11,11,283,boat4,C2
19804,2020-11-08,3,species12,12,283,boat4,C2
19805,2020-11-08,3,species13,23,283,boat4,C2
19806,2020-11-08,3,species3,129,186,boat7,H5
19807,2020-11-08,3,species6,24,186,boat7,H5
19808,2020-11-08,3,species9,24,186,boat7,H5
19809,2020-11-08,3,species12,9,186,boat7,H5
19810,2020-11-08,3,species5,14,47,boat3,H4
19811,2020-11-08,3,species8,33,47,boat3,H4
19812,2020-11-08,3,species2,128,128,boat1,H2
19813,2020-11-08,3,species2,215,215,boat6,H2
19814,2020-11-08,3,species5,6,619,boat2,C2
19815,2020-11-08,3,species6,7,619,boat2,C2
19816,2020-11-08,3,species7,174,619,boat2,C2
19817,2020-11-08,3,species11,72,619,boat2,C2
19818,2020-11-08,3,species12,8,619,boat2,C2
19819,2020-11-08,3,species13,352,619,boat2,C2
19820,2020-11-08,3,species1,46,166,boat8,C3
19821,2020-11-08,3,species2,55,166,boat8,C3
19822,2020-11-08,3,species3,19,166,boat8,C3
19823,2020-11-08,3,species4,46,166,boat8,C3
19824,2020-11-08,3,species5,19,319,boat5,C2
19825,2020-11-08,3,species6,12,319,boat5,C2
19826,2020-11-08,3,species7,51,319,boat5,C2
19827,2020-11-08,3,species11,95,319,boat5,C2
19828,2020-11-08,3,species12,1,319,boat5,C2
19829,2020-11-08,3,species13,141,319,boat5,C2
19830,2020-11-08,3,species1,111,111,boat10,H1
19831,2020-11-08,3,species8,3,89,boat9,C1
19832,2020-11-08,3,species9,22,89,boat9,C1
19833,2020-11-08,3,species10,64,89,boat9,C1
19834,2020-11-08,4,species3,2,231,boat1,H6
19835,2020-11-08,4,species6,51,231,boat1,H6
19836,2020-11-08,4,species8,149,231,boat1,H6
19837,2020-11-08,4,species9,2,231,boat1,H6
19838,2020-11-08,4,species12,27,231,boat1,H6
19839,2020-11-08,4,species5,91,172,boat5,H3
19840,2020-11-08,4,species11,81,172,boat5,H3
19841,2020-11-08,4,species1,171,171,boat7,H1
19842,2020-11-09,1,species1,92,92,boat6,H1
19843,2020-11-09,1,species8,78,133,boat8,H4
19844,2020-11-09,1,species11,55,133,boat8,H4
19845,2020-11-09,1,species5,322,711,boat7,H3
19846,2020-11-09,1,species8,381,711,boat7,H3
19847,2020-11-09,1,species11,8,711,boat7,H3
19848,2020-11-09,1,species8,212,275,boat4,H4
19849,2020-11-09,1,species11,63,275,boat4,H4
19850,2020-11-09,2,species8,669,888,boat7,AB1
19851,2020-11-09,2,species9,114,888,boat7,AB1
19852,2020-11-09,2,species10,105,888,boat7,AB1
19853,2020-11-09,2,species5,44,312,boat1,AB2
19854,2020-11-09,2,species6,65,312,boat1,AB2
19855,2020-11-09,2,species7,203,312,boat1,AB2
19856,2020-11-09,2,species1,35,894,boat5,AB3
19857,2020-11-09,2,species2,644,894,boat5,AB3
19858,2020-11-09,2,species3,207,894,boat5,AB3
19859,2020-11-09,2,species4,8,894,boat5,AB3
19860,2020-11-09,2,species11,7,103,boat2,MBA
19861,2020-11-09,2,species12,52,103,boat2,MBA
19862,2020-11-09,2,species13,44,103,boat2,MBA
19863,2020-11-09,2,species8,20,157,boat3,AB1
19864,2020-11-09,2,species9,52,157,boat3,AB1
19865,2020-11-09,2,species10,85,157,boat3,AB1
19866,2020-11-09,2,species5,136,314,boat4,AB2
19867,2020-11-09,2,species6,61,314,boat4,AB2
19868,2020-11-09,2,species7,117,314,boat4,AB2
19869,2020-11-09,2,species11,152,329,boat8,MBA
19870,2020-11-09,2,species12,34,329,boat8,MBA
19871,2020-11-09,2,species13,143,329,boat8,MBA
19872,2020-11-09,2,species11,72,392,boat9,MBA
19873,2020-11-09,2,species12,67,392,boat9,MBA
19874,2020-11-09,2,species13,253,392,boat9,MBA
19875,2020-11-09,2,species1,202,914,boat10,AB3
19876,2020-11-09,2,species2,599,914,boat10,AB3
19877,2020-11-09,2,species3,112,914,boat10,AB3
19878,2020-11-09,2,species4,1,914,boat10,AB3
19879,2020-11-09,3,species8,19,55,boat5,C1
19880,2020-11-09,3,species9,10,55,boat5,C1
19881,2020-11-09,3,species10,26,55,boat5,C1
19882,2020-11-09,3,species5,36,115,boat7,H4
19883,2020-11-09,3,species8,79,115,boat7,H4
19884,2020-11-09,3,species8,1,108,boat4,C1
19885,2020-11-09,3,species9,23,108,boat4,C1
19886,2020-11-09,3,species10,84,108,boat4,C1
19887,2020-11-09,3,species5,10,69,boat8,H4
19888,2020-11-09,3,species8,59,69,boat8,H4
19889,2020-11-09,3,species8,5,14,boat10,C1
19890,2020-11-09,3,species9,0,14,boat10,C1
19891,2020-11-09,3,species10,9,14,boat10,C1
19892,2020-11-09,3,species5,20,606,boat9,C2
19893,2020-11-09,3,species6,8,606,boat9,C2
19894,2020-11-09,3,species7,160,606,boat9,C2
19895,2020-11-09,3,species11,115,606,boat9,C2
19896,2020-11-09,3,species12,1,606,boat9,C2
19897,2020-11-09,3,species13,302,606,boat9,C2
19898,2020-11-09,3,species3,16,34,boat1,H6
19899,2020-11-09,3,species6,10,34,boat1,H6
19900,2020-11-09,3,species9,2,34,boat1,H6
19901,2020-11-09,3,species12,6,34,boat1,H6
19902,2020-11-09,3,species5,292,697,boat6,H3
19903,2020-11-09,3,species8,405,697,boat6,H3
19904,2020-11-09,4,species3,142,357,boat2,H5
19905,2020-11-09,4,species6,6,357,boat2,H5
19906,2020-11-09,4,species8,176,357,boat2,H5
19907,2020-11-09,4,species9,23,357,boat2,H5
19908,2020-11-09,4,species12,10,357,boat2,H5
19909,2020-11-09,4,species3,157,632,boat6,H5
19910,2020-11-09,4,species6,21,632,boat6,H5
19911,2020-11-09,4,species8,367,632,boat6,H5
19912,2020-11-09,4,species9,62,632,boat6,H5
19913,2020-11-09,4,species12,25,632,boat6,H5
19914,2020-11-09,4,species3,156,609,boat3,H5
19915,2020-11-09,4,species6,9,609,boat3,H5
19916,2020-11-09,4,species8,354,609,boat3,H5
19917,2020-11-09,4,species9,37,609,boat3,H5
19918,2020-11-09,4,species12,53,609,boat3,H5
19919,2020-11-09,4,species2,389,389,boat8,H2
19920,2020-11-09,4,species5,14,56,boat5,H4
19921,2020-11-09,4,species11,42,56,boat5,H4
19922,2020-11-09,4,species4,85,563,boat4,E
19923,2020-11-09,4,species7,35,563,boat4,E
19924,2020-11-09,4,species10,80,563,boat4,E
19925,2020-11-09,4,species13,363,563,boat4,E
19926,2020-11-09,4,species5,4,5,boat7,H4
19927,2020-11-09,4,species11,1,5,boat7,H4
19928,2020-11-09,4,species3,160,532,boat1,H5
19929,2020-11-09,4,species6,16,532,boat1,H5
19930,2020-11-09,4,species8,345,532,boat1,H5
19931,2020-11-09,4,species9,8,532,boat1,H5
19932,2020-11-09,4,species12,3,532,boat1,H5
19933,2020-11-10,1,species2,382,382,boat10,H2
19934,2020-11-10,1,species5,184,243,boat7,H3
19935,2020-11-10,1,species8,3,243,boat7,H3
19936,2020-11-10,1,species11,56,243,boat7,H3
19937,2020-11-10,1,species3,57,142,boat2,H6
19938,2020-11-10,1,species5,19,142,boat2,H6
19939,2020-11-10,1,species6,32,142,boat2,H6
19940,2020-11-10,1,species9,25,142,boat2,H6
19941,2020-11-10,1,species12,9,142,boat2,H6
19942,2020-11-10,1,species3,123,230,boat8,H5
19943,2020-11-10,1,species6,21,230,boat8,H5
19944,2020-11-10,1,species9,55,230,boat8,H5
19945,2020-11-10,1,species12,31,230,boat8,H5
19946,2020-11-10,1,species3,35,94,boat5,H6
19947,2020-11-10,1,species5,0,94,boat5,H6
19948,2020-11-10,1,species6,49,94,boat5,H6
19949,2020-11-10,1,species9,8,94,boat5,H6
19950,2020-11-10,1,species12,2,94,boat5,H6
19951,2020-11-10,1,species3,68,122,boat3,H5
19952,2020-11-10,1,species6,18,122,boat3,H5
19953,2020-11-10,1,species9,7,122,boat3,H5
19954,2020-11-10,1,species12,29,122,boat3,H5
19955,2020-11-10,1,species1,181,181,boat6,H1
19956,2020-11-10,2,species1,197,605,boat5,AB3
19957,2020-11-10,2,species2,235,605,boat5,AB3
19958,2020-11-10,2,species3,102,605,boat5,AB3
19959,2020-11-10,2,species4,71,605,boat5,AB3
19960,2020-11-10,2,species11,20,393,boat8,MBA
19961,2020-11-10,2,species12,27,393,boat8,MBA
19962,2020-11-10,2,species13,346,393,boat8,MBA
19963,2020-11-10,2,species5,316,403,boat10,AB2
19964,2020-11-10,2,species6,52,403,boat10,AB2
19965,2020-11-10,2,species7,35,403,boat10,AB2
19966,2020-11-10,2,species1,38,559,boat4,AB3
19967,2020-11-10,2,species2,171,559,boat4,AB3
19968,2020-11-10,2,species3,250,559,boat4,AB3
19969,2020-11-10,2,species4,100,559,boat4,AB3
19970,2020-11-10,2,species5,446,615,boat3,AB2
19971,2020-11-10,2,species6,78,615,boat3,AB2
19972,2020-11-10,2,species7,91,615,boat3,AB2
19973,2020-11-10,2,species11,100,458,boat1,MBA
19974,2020-11-10,2,species12,25,458,boat1,MBA
19975,2020-11-10,2,species13,333,458,boat1,MBA
19976,2020-11-10,2,species1,85,865,boat2,AB3
19977,2020-11-10,2,species2,719,865,boat2,AB3
19978,2020-11-10,2,species3,0,865,boat2,AB3
19979,2020-11-10,2,species4,61,865,boat2,AB3
19980,2020-11-10,2,species1,29,427,boat7,AB3
19981,2020-11-10,2,species2,283,427,boat7,AB3
19982,2020-11-10,2,species3,91,427,boat7,AB3
19983,2020-11-10,2,species4,24,427,boat7,AB3
19984,2020-11-10,2,species11,136,176,boat9,MBA
19985,2020-11-10,2,species12,25,176,boat9,MBA
19986,2020-11-10,2,species13,15,176,boat9,MBA
19987,2020-11-10,3,species5,6,49,boat2,H4
19988,2020-11-10,3,species8,43,49,boat2,H4
19989,2020-11-10,4,species2,173,173,boat2,H2
19990,2020-11-11,1,species5,269,374,boat5,H3
19991,2020-11-11,1,species8,34,374,boat5,H3
19992,2020-11-11,1,species11,71,374,boat5,H3
19993,2020-11-11,1,species3,124,187,boat6,H5
19994,2020-11-11,1,species6,21,187,boat6,H5
19995,2020-11-11,1,species9,37,187,boat6,H5
19996,2020-11-11,1,species12,5,187,boat6,H5
19997,2020-11-11,1,species3,78,203,boat7,H6
19998,2020-11-11,1,species5,79,203,boat7,H6
19999,2020-11-11,1,species6,30,203,boat7,H6
20000,2020-11-11,1,species9,16,203,boat7,H6
20001,2020-11-11,1,species12,0,203,boat7,H6
20002,2020-11-11,1,species3,66,159,boat3,H5
20003,2020-11-11,1,species6,41,159,boat3,H5
20004,2020-11-11,1,species9,0,159,boat3,H5
20005,2020-11-11,1,species12,52,159,boat3,H5
20006,2020-11-11,2,species11,129,378,boat4,MBA
20007,2020-11-11,2,species12,53,378,boat4,MBA
20008,2020-11-11,2,species13,196,378,boat4,MBA
20009,2020-11-11,2,species11,86,165,boat3,MBA
20010,2020-11-11,2,species12,12,165,boat3,MBA
20011,2020-11-11,2,species13,67,165,boat3,MBA
20012,2020-11-11,2,species5,439,679,boat8,AB2
20013,2020-11-11,2,species6,40,679,boat8,AB2
20014,2020-11-11,2,species7,200,679,boat8,AB2
20015,2020-11-11,3,species3,90,129,boat1,H5
20016,2020-11-11,3,species6,38,129,boat1,H5
20017,2020-11-11,3,species9,1,129,boat1,H5
20018,2020-11-11,3,species12,0,129,boat1,H5
20019,2020-11-11,3,species3,72,146,boat3,H5
20020,2020-11-11,3,species6,4,146,boat3,H5
20021,2020-11-11,3,species9,39,146,boat3,H5
20022,2020-11-11,3,species12,31,146,boat3,H5
20023,2020-11-11,3,species1,261,261,boat7,H1
20024,2020-11-11,3,species1,194,194,boat9,H1
20025,2020-11-11,3,species5,4,90,boat10,H4
20026,2020-11-11,3,species8,86,90,boat10,H4
20027,2020-11-11,4,species5,65,150,boat6,H4
20028,2020-11-11,4,species11,85,150,boat6,H4
20029,2020-11-11,4,species5,157,219,boat1,H3
20030,2020-11-11,4,species11,62,219,boat1,H3
20031,2020-11-11,4,species3,41,316,boat8,H6
20032,2020-11-11,4,species6,47,316,boat8,H6
20033,2020-11-11,4,species8,199,316,boat8,H6
20034,2020-11-11,4,species9,23,316,boat8,H6
20035,2020-11-11,4,species12,6,316,boat8,H6
20036,2020-11-11,4,species5,270,279,boat10,H3
20037,2020-11-11,4,species11,9,279,boat10,H3
20038,2020-11-12,1,species1,299,299,boat6,H1
20039,2020-11-12,1,species4,34,369,boat4,E
20040,2020-11-12,1,species7,215,369,boat4,E
20041,2020-11-12,1,species10,102,369,boat4,E
20042,2020-11-12,1,species13,18,369,boat4,E
20043,2020-11-12,1,species1,364,364,boat8,H1
20044,2020-11-12,1,species3,122,247,boat7,H5
20045,2020-11-12,1,species6,40,247,boat7,H5
20046,2020-11-12,1,species9,56,247,boat7,H5
20047,2020-11-12,1,species12,29,247,boat7,H5
20048,2020-11-12,1,species5,68,273,boat1,H3
20049,2020-11-12,1,species8,129,273,boat1,H3
20050,2020-11-12,1,species11,76,273,boat1,H3
20051,2020-11-12,1,species2,370,370,boat3,H2
20052,2020-11-12,1,species2,343,343,boat9,H2
20053,2020-11-12,2,species1,11,591,boat6,AB3
